1	2
1	4
1	6
1	8
1	16
1	17
1	22
1	33
1	47
1	77
1	119
1	141
1	170
1	178
1	190
1	191
1	203
1	233
1	264
1	270
1	283
1	345
1	387
1	402
1	407
1	423
1	427
1	441
1	462
1	507
1	529
1	552
1	556
1	559
1	570
1	573
1	580
1	628
1	638
1	643
1	657
1	705
1	713
1	776
1	792
2	3
2	4
2	9
2	16
2	22
2	37
2	41
2	52
2	58
2	59
2	60
2	64
2	71
2	79
2	80
2	98
2	123
2	136
2	141
2	146
2	224
2	237
2	340
2	361
2	396
2	459
2	471
2	482
2	492
2	496
2	500
2	555
2	577
2	580
2	594
2	615
2	627
2	678
2	680
2	758
2	766
2	790
3	10
3	22
3	26
3	27
3	40
3	44
3	55
3	75
3	78
3	87
3	88
3	118
3	164
3	165
3	169
3	175
3	176
3	181
3	211
3	222
3	234
3	239
3	261
3	262
3	277
3	293
3	295
3	304
3	310
3	376
3	393
3	420
3	421
3	470
3	500
3	505
3	507
3	512
3	550
3	666
3	772
4	9
4	16
4	47
4	57
4	119
4	128
4	136
4	149
4	170
4	176
4	178
4	202
4	203
4	241
4	283
4	291
4	351
4	361
4	401
4	418
4	429
4	460
4	473
4	482
4	483
4	497
4	499
4	503
4	509
4	551
4	552
4	564
4	566
4	671
4	673
4	682
4	746
4	749
4	757
5	19
5	37
5	40
5	51
5	86
5	99
5	109
5	125
5	131
5	137
5	139
5	162
5	177
5	179
5	195
5	201
5	261
5	293
5	302
5	326
5	329
5	350
5	376
5	390
5	425
5	450
5	457
5	464
5	479
5	483
5	489
5	557
5	560
5	641
5	727
5	731
5	758
5	764
6	10
6	24
6	44
6	90
6	98
6	115
6	118
6	120
6	129
6	147
6	197
6	205
6	216
6	259
6	300
6	311
6	315
6	324
6	325
6	337
6	349
6	388
6	408
6	432
6	476
6	517
6	533
6	562
6	584
6	605
6	614
6	712
6	724
6	762
6	775
6	781
7	14
7	17
7	34
7	60
7	80
7	82
7	98
7	111
7	116
7	154
7	178
7	180
7	214
7	215
7	257
7	280
7	321
7	331
7	345
7	351
7	361
7	381
7	395
7	424
7	433
7	453
7	482
7	487
7	511
7	523
7	561
7	637
7	657
7	671
7	687
7	690
7	703
8	9
8	14
8	16
8	31
8	35
8	59
8	70
8	112
8	113
8	116
8	175
8	210
8	233
8	245
8	278
8	280
8	321
8	418
8	427
8	430
8	440
8	473
8	484
8	488
8	551
8	570
8	574
8	580
8	596
8	600
8	637
8	654
8	655
8	682
8	771
9	19
9	27
9	30
9	37
9	41
9	46
9	56
9	75
9	89
9	93
9	156
9	170
9	214
9	247
9	307
9	342
9	396
9	410
9	509
9	532
9	538
9	551
9	553
9	559
9	563
9	609
9	688
9	711
9	713
9	731
9	750
9	753
10	24
10	79
10	97
10	114
10	118
10	164
10	205
10	210
10	213
10	216
10	229
10	230
10	245
10	250
10	255
10	258
10	301
10	308
10	364
10	424
10	449
10	460
10	515
10	593
10	627
10	666
10	675
10	697
10	712
10	734
10	779
11	14
11	39
11	48
11	54
11	60
11	64
11	87
11	106
11	113
11	117
11	142
11	168
11	209
11	232
11	248
11	288
11	344
11	347
11	369
11	370
11	379
11	422
11	473
11	613
11	616
11	619
11	639
11	644
11	648
11	674
11	729
11	774
12	19
12	40
12	43
12	55
12	71
12	77
12	98
12	99
12	100
12	109
12	162
12	197
12	208
12	221
12	244
12	271
12	281
12	286
12	293
12	302
12	333
12	341
12	400
12	416
12	421
12	457
12	468
12	502
12	638
12	646
12	659
12	706
13	16
13	20
13	26
13	27
13	41
13	45
13	58
13	72
13	88
13	126
13	133
13	174
13	186
13	275
13	277
13	309
13	330
13	334
13	354
13	379
13	406
13	419
13	426
13	452
13	533
13	636
13	641
13	680
13	715
13	753
14	35
14	58
14	59
14	70
14	80
14	108
